"text_id","question_title","question","text","ratingA1","ratingA2","ratingA3","labelA","ratingM1","ratingM2","ratingM3","ratingM4","ratingM5","labelM"
"text1565SC","why do you not let your children decide for themselves???","i totally disagree with religions bringing children in to the church, they have the right to decide as adults if they wish to be part of a religion not be forced into it and brainwashed from  a young age, you do not give them the chance to look at other beliefs in the world or to decide if they want to believe in god, its wrong and basically a form of abuse religion is a cult and should have an age limit on wen you can jion be a real parent and give your children the choice and the rights they deserve.","I don't know anyone who has forced their children to become Christians, in my church (and I run a house group) most of the people with grown-up kids have accepted that some of those children have chosen other paths, but believe that they will come back to God one day. In fact, this has happened to several already, recently. My own children love to read the Bible with me, they have made informed decisions about becoming Christians, and I know they learn about other religions at school, I don't brainwash them. They know about the answers to prayer that they get and my eldest was baptised in the Holy Spirit at age 6....Real experience of God is what makes them follow Jesus, not force.","2","3","2","3","2","1","2","2","2","1"
"text1983T","tell me about Penang?","what is interesting about Penang? where u can go and enjoy yourself in Penang? what is famous food in Penang? when is the suitable time to visit Penang? what can u tell about Penang that even Malaysian do not know about it?","Pinang or Penang (both: pənăng') , state (1991 pop. 1,065,075), c.400 sq mi (1,040 sq km), Malaysia, on the Strait of Malacca. It consists of Pulau Pinang (an island of 108 sq mi/280 sq km), formerly known as Georgetown; and Province Wellesley (292 sq mi/756 sq km), a strip of territory on the Malay Peninsula adjacent to Pulau Pinang. On the island is the capital, the city of Pinang, also known as Georgetown (1991 pop. 219,376); it is Malaysia's second-busiest port. It was founded in 1786 by British merchants and was ruled by Great Britain until it became part of what is now Malaysia in 1957. The island has large tin-smelting works, and large areas are devoted to rice and rubber. Well over half the inhabitants of the state are Chinese. Indians are less numerous; less than a third are Malays. Pinang Island was the first British settlement on the Malay Peninsula. It was occupied in 1786 by Francis Light of the British East India Company with the permission of the sultan of Kedah. After an unsuccessful attempt to retake the island (1791), the sultan agreed on a settlement from the British of an annual stipend, and in 1800 he also ceded Province Wellesley. Pinang, together with Province Wellesley, Malacca, and Singapore, became known as the Straits Settlements. Under the British, Pinang grew rapidly in commercial importance, although it was surpassed by Singapore. Pinang joined the Federation of Malaya (see Malaysia) in 1948.","3","3","2","3","3","3","1","2","3","3"
"text89FR","If you really truly love someone, but your family,whom you love also, doesn't agree to it, what should you do?","You're really happy with the guy but your family opposes to it saying he and his family aren't good enough for you. You try to convince them but they don't listen that much. What do you do in such a situation?","Bottom line...it's YOUR life!  No one can live it but you.  If you allow someone else to make your decisions for you (right or wrong) you will always have that big ""What If..."" hanging over you.  At the end of the day, only YOU have the power to make yourself happy (or to make yourself miserable for that matter).  If you like the way you feel about yourself when you're with him, then be with him as much as you can.  If your family can't be happy for you, then let them be unhappy.  When you're lying on your deathbed (many, many, many years from now), are you going to be thinking, ""I wish I'd spent more time sacrificing my own happiness for that of my family!""?  I think not!","3","3","3","3","2","2","1","2","3","2"
"text26NE","i would like to know what the black community thinks about O.J. SIMPSONS knew book and interview?","i would like to only hear from the black community because as a black women when the oj simpson trial started i was in the 7th grade a little to young to care about what was happening,but in my household and my neighborhood a lot of black people oj was the victim because he was a rich black man who married a white women. know that iam 23 i think oj is guilty as sin if not 4 the murders then 4 being a disguisting human being how can u write a book about the mother of ur childrens mureder talking about how u would have killed her and her friend and then give a interview. the book hasnt come out yet and the interview will air later this month but from the previews this is disguisting.","Before the spousal abuse and the murders, OJ was treated like a king everywhere he went by both races. The guy was an incredible football player and was admired for all the awards and records he achieved, he made movies, lived in a mansion in Brentwood (which is hardly living in the hood) and he made millions.  In return, he did nothing for the Black community. He cheated on and dumped his first wife, a black woman, for a teenaged white woman. That didn't make him a hero in anybody's eyes. He only became black at the trial when he and Johnny Cochran saw that it would work to OJ's advantage and it did.","3","2","2","3","2","2","2","2","2","2"
"text1207NE","Veil Row Teacher, should she have been sacked?","Its a few days old i know but do you agree that she should have been  sacked or should she have been able to carry on teaching

http://www.thesun.co.uk/article/0,,2-2006540716,00.html

How are you suppose to communicate with someone that covers up to that extent, i find it bad enough talking to someone wearing sunglasses especially those mirrored ones.

I find people that cover up quite intimidating","Yes, without question she should have been sacked. I believe that everyone should have the right to wear whatever they want, unless of course it infringes on the human rights of others or prevents them from doing their job in a safe or correct manner, and the right of the children to receive a good education outweighs the right of that woman to wear what she wants.

As a footnote, last year in my uni library there was a poster up of several volunteers that worked in the library who were 'Happy to help,' one of them was a Muslim girl who was wearing the full veil, how the bloody hell were we supposed to know who she was?","2","2","2","2","2","3","2","3","2","3"
"text1031FR","how can you get your girlfriends mom to like you!!?","i am i desperate need of help, my girlfriends mom loaths me for no reason and has taken away my girlfriend cell phone so she cant talk to me she has banned her from seeing me and from hanging out with her friends just so she doesnt have a chance to see me, i have tried so much stuff but shestill hates me, how and what can i do to earn bownie points with her and get her to like me so i can see my girlfriend without having to sneak around all the time just to see her!?","do u know if she had a relationship before u? cause since she treats u well when ur face 2 face with her, im thinkin that she must be one of the conservative moms who doesnt want her daughter 2 have a boyfri at all. if this's the case u dont have much 2 do but u can talk to ur girl 2 have a chat with her mom 2 convince her that she has the right 2 meet her boyfri. the only other situation i can think of is that she could have heard some bad thing about u. wish u luck bro","1","2","1","1","2","2","2","1","2","1"
"text1891NE","How to get into Jouranlism?","When i leave high school and university i want to go into Journalism and i was wondering if there was any Jouranalisms whoo were in yahoo answers who could help me about getting into that kind of work?","A good journalism job, one making over $40,000 a year, depends on talent and connections. Of course, starting out, you'll make in the mid $20,000, and if you are good at your job and have connections you could move upward. If you are so so writer, you'll be stuck at a low pay in some small town. To start out, submit essays to your hometown weekly newspaper. Then ask if you could cover an event. If they like your writing and like you as a person, they might let you cover your first story. Another route, of course, is college. Nothing for sure, however, with a college degree unless you have experience.","3","3","3","3","2","3","3","3","1","3"
"text1403T","has anyone ever traveled to cananda or live there?","if anyone has traveled from new jersey/philly--how long did it take? how much did it cost? did you drive or take the train? to all--where are the best places to stay (any hotels with bars or casinos connected/close) what city the best-- hotspots or other travel tips!! i want to go away with my boyfriend--how much should a person plan on spending on this trip? (2 nights probally)","I've been to Niagara Falls alot. It should take about 7 hrs i think from Philly. They have some beautiful hotels overlooking the Falls. They are more expensive than the ones up the street from there. It's a beautiful place but there is alot of walking, mostly uphill. There is a casino where Maple Leaf Village used to be. Stay away from Marineland though. The animals there are not very well taken care of anymore, and the shows aren't that great. It's not worth the money. Anyway it's a nice place to visit for romance. Also use your credit card as much as possible. You get more cash when you exchange American for Canadian but not much when you change Canadian for American.","2","1","2","1","2","3","1","2","1","1"
"text407PG","What is affecting the economy more, immigrants or uncontrolled imports?","Are 11 million of immigrants affecting the economy more than the trillions of dollars in imports? Do we really need water from France, shoes from Italy, Fish from Norway, Cars from Japan, TVs from Taiwan, wouldn't be cheaper to hire someone to make it here, cheaper?","There is a book called ""The World is Flat"", by Thomas L. Friedman where he discussed how in 1989 the U.S. started outsourcing work to other countries because it was cheaper for Corporations, due to the internet.  It seems this has become the American way, the rich save a lot of money.  If people in the U.S. loose jobs, oh well.  We don't run things, we're just the people (the worker ants).  And we only heard a big deal about illegal immigration, in my opinion, when the heat got too hot, on what the truth was, as to why Bush really decided to go into Iraq, and his poll ratings dropped so badly, and he needed to bring up his ratings.  Just my opinion.","1","1","2","1","1","2","1","2","2","1"
"text478PG","Illegal immigrant, what should we do? what do high school students believe?","ok. back in April, a big chunk of my High school, stood outside of the school building protesting the immigration law trying to be pasted, saying that it was very unfair. well soon after, we did a debate about it. personally i'm all in favor of immigrants, but not illegal ones. i spoke my mind, and said a couple of things. one was, that if people wanted to come to our country to get a job, and a better life, why not just apply for the citizenship. while you are applying, you live in the USA, and you can get a job, and everything, so why not just do that and not have to worry about people finding out about you, and not having to worry about getting payed less then our miniumin wage. another thing i said was, that in one of our school, a bunch of kids, hid under the desks, when the immigrantion protest outside my high school occred, believeing that they were in trouble, since alot of them had illegal immigrants for parents. why should you put kids through that? i'm just wondering.","I'm also in favor for immigrants, I don't mind illegal 1's tho. If America is the land of opportunity, shouldn't we extend our rights & opportunities 2 those who need it. We go off 2 war to help those in need halfway across the world(Iraq & Afghanistan), but our govt will not offer an offering hand 2 those just across our borders. I come from a very Liberal state, MA, (I am also a liberal in idealogy) and I don't encounter many illegal immigrants. Maybe I am naive. But what keeps people from crossing the border is this idea of the ""American Dream"" and getting rich very quick. My parents came 2 this country in the '80's (legally) and I am first generation. I have grown up w/all these opportunities & a private school education; why can't a person who was border just a few miles away from the US border be able to have the same opportunities as me???","1","1","2","1","3","1","1","1","2","1"
"text618PG","What about just border security as a starting point?","The Senate Bill is a pork barrel.  The more closely you read it the more 'goodies' for various interest groups jump out that weren't even covered in news of the debates.  

Also, what seems to be holding it up is the guest worker/amnesty discussion.

While this discussion continues, the border remains open.  Many have suggested that we at least pass a simple border security bill, not changing penalties or more rigidly criminalizing anyone, for now, and work the rest out at a pace that allows the hard questions to be looked at.  

Me, if I actually had border security would support legalization for screened illegals. However, my concern is total numbers. Schools in border states are already foundering, and I think the guest worker program to keep wages permenantly depressed, on top of amnesty, is too much. They are trying to hard to give everyone everything without stopping to evaluate impact.

Would you support border security first, then figure out the rest?","Yes, absolutely!  Seal up the borders leakproof tight - then deal with the illegals already in the country.  I don't think amnesty is the answer, no matter what, though, as no matter how you look at it, that is rewarding them for breaking the law and coming in illegally and that will only still tell others to do whatever they have to do to come on in as if you wait long enough there will be ""the reward.""  However, at least if the borders could be sealed up tight, maybe not as many will be able to slip in while we deal with the ones already in the country.","3","3","2","3","1","2","3","2","1","1"
"text927SC","What do you think about these ""worldly"" things?","smoking, drinking, tattoos, dancing, sex, using bad language...etc... I am asking christians what you think about these things as pertaining to the bible. I know what the bible says on most of these issues, but I still would like to hear from others your opinions. Please be specific using verses if you would like. And please be serious about your answers. Thank you.","According to the bible, your body is a temple; a gift of God.  That being said, tattooing, drinking and smoking would be defacing that temple/gift.  So, essentially doing those things would be wrong.  It has alos been said that our body is just a tool, and that our soul is the only thing that passes on.  Can you permanently tattoo a soul?  I think it's really important to remember that the bible was written by man, and no matter how you look at it, stories become skewed over time. So, another question might be: was it really God that said you should not do these things, or were they simply tabu things that the church wished to discourage at the time.  God also gave us the freedom to choose, and in the long run, he/she is the judge that matters. You should live your life by the feeling in your heart.  When it comes right down to it, you know what's right ans what's wrong, and you'll be facing God at the end.  Not all the hypocrites who judge others everyday even when the bible says not to.  And who ever thinks that dancing is a sin, it just plain crazy.  Everyone would be going to Hell.","1","3","2","2","2","1","1","3","3","2"
"text1602NE","How do the real americans feel about illegal immigration?","This counrty is totally going to CRAP! If you are illegal, you are illegal. All of our ""LEGAL"" immigrants had alot of shit to go through to get here. Nothing should be given to these ""ILLEGALS"" except for a felony and a bus ride home. This is bullshit: HINTS the word ILLEGAL if you do something illegal you should pay for it. Send them home, put them in a huge line and make them come in legally OR bring our troops home and send them to war for 4-6 years to proove they would die for this counrty just like any (REAL) american. Bottom line they have turned america into shit. (reduce crime send the illegals home) make them proove themselves........","I strongly agree with everyone here except indigo. Illegals should not be allowed here because this is our country. Not only do illegals come him because of freedom, but they come here and take all of our jobs, reap all the benefits, have multiple babies that they can't afford and the government sits back, supports them, and we americans get nothing. Illegals also get paid under table and ship food and clothes back home to mexico. I don't understand why we are not fighting back and putting a stop to this. This is USA, the home of the red, white, and blue. I don't see any signs on our flag that reads ""Mexico"" anywhere. We should ship them back and if they cross our borders and are illegal, attack them all...","2","3","2","3","2","2","3","2","1","2"
"text50SC","My husband teases people so much he comes across as a real jerk.Help?","My husband fancies himself a real joker, but he teases people about stuff that no one would ever mention, just out of politeness. Even though I do think it is extremely funny, not everyone shares our funny bone. How can I get him to see that sometimes it hurts peoples feelings, even though I am crying from laughing so hard, and really want to scream"" Lighten up for god's sake!"" We both realy seem inappropriate, and I can keep my composure untill he starts. I am okay on my own, but he just blurts, what everyone is thinking anyway. Usually in a funny way, but some people don't think we are amusing. Help. I just can't controll it around him.","Ridiculing others is NOT funny.  People who like to do this are really mean people.  People who laugh at what they say are equally as mean. Only truly classless people would do this and eventhough people may chuckle, they will keep their distance so as not to become a future target of your mean-spiritedness. I hope you don't have children because I am certain they would be the school bully.  Try making fun of something that your husband is sensitive about, I mean something which would absolutely mortify him, the next time you two are in public and see how he likes it.","2","2","3","3","2","2","2","3","3","3"
"text1968SC","Kids truanting?! Should parents be responsible?","Ok, now parents are going to jail for their children truanting off school, do people think this is fair?<br/>I am not a parent myself, but in many cases it is not the parents fault and when the children get to a certain age there is a limited amount you can do.<br/>If they are punishing parents should they punish teachers do?<br/>I think they should punish the children, not the parents as it is often not there fault and they cannot do much about it.","The teachers role is to 'teach'. Parenting and the difference between 'right & wrong' is primarily down to the parents. It is obviously wrong to miss school and thus that falls into the parents domain. If a kid is bunking off school then the school should inform the parent and then it is down to that parent to deal with the problem. A teacher is not responsible for a child being allowed by the parent(s) to miss school! If the parent(s) allow that child to miss school then effectively 'they' as guardians are breaking the law!

A 'child catcher' like in Chitty-Chitty-Bang-Bang how ever might have a legal obligation to keep (with the use of force) a child on the premises and any escaping child would be his or her responsibility!","2","2","3","3","3","2","3","2","2","3"
"text749T","moving to the USA?","I currently have a master's degree in translation (English-French) and I will obtain an additional master in general management at the end of June, 2006. I would like to know whether somebody can give me some information about finding a job in the USA. I live in Europe and I don't have a green card. What do i have to do in order to get one? Is it difficult to find a job in the US? etc.","There are two ways of getting to the US: as a student on a F1 visa or finding a company here that will sponsor your H1 visa.  Since you already have a lot of education, you might prefer the latter option.  You can try applying for jobs in your field in an American company.  If you get the job, they can process your H1 and you can come here.  You don't need a green card initially since the H1 visa can be valid be max for 6 years.  During that period, you can apply for green card.  You can consult some immigration expert in your country for more specific information related to your country.","3","3","3","3","2","2","3","3","3","3"
"text463FR","Is it wrong to be  widowed and remarry, but still be in love with a deceased spouse?","This is not my personal situation, but I am concern about a friend who is very stagnated emotionally, and maybe doing<br/>great harm to their future and the intended future spouse.<br/>Your sincere response is needed. Thanks ):","Marriage is only for this world, but spiritual connections are eternal. If a person has been blessed with a spiritual and physical marriage, do not expect to forget the love. However, since you are still in this world, it is okay to date and remarry after a spouse's death. There is no indicator that states one has to continue, thru life's journeys alone. If you should be blessed to meet someone, who again connects with you spiritually and physically, go for it. Don't ask me is this the right one, ask YH God. His vision is far better than mine.","2","2","3","3","2","3","3","2","2","3"
"text1058FR","my love moved to another state six months ago. He didn't keep in touch. but i am still in love. am i crazy?","I am 21. I met a guy through a friend online. He promise to come and see me in September but then he moved to washington state because he wanted to finish his masters at seattle universrity. last time i talked to him was in Auguest. After that he didn't keep in touch at all. I cry everyday just thinking, how stupid I was to care about a guy like that. but when he went away he said he will come during spring break during April to see me. Am I crazy to waite for him for this long? I cry every night just thinking about him. I know I loved him and I still do. But everytime I remember how much everyone else cares about me it makes me mad that he doesn't. Please Help me. I don't know what to do. I am emootionaly broken.","You should tell him how you feel. Let him know that you miss him and need him back in your life. If he feels the same way you should consider marriage if you feel ready. It wont hurt to TALK to the guy, after all he should care about you. If he doesnt respond the same way as you, he is probably seeing someone else. Sometimes you have to get over things (especially men) and get on with your life. Who says you cant find someone else? If you really feel like you can wait for him though, April isnt too far off...","2","3","1","2","1","2","2","2","3","2"
"text1152NE","How much (if any) personal freedom are you willing to give up to feel more secure?","This question is particularly pertinent in light of the fact the US Senate just passed the renewal of the Patriot Act, giving bush final congressional approval. You can read more about it here: http://news.yahoo.com/s/nm/20060302/pl_nm/security_patriot_dc_4","I don't think being scared into giving up my rights is very ethical by our government. So I'm gonna have to say none. The Patriot Act is BS. I don't care if ""some"" of it's clauses are helpful, the one's that turn our government into Big Brother (more so than it already is) is scarier than some terrorist regim that our military seems to have a stronghold on. Osama is still hiding...if he thought that his people were on the up and up of taking over the world, I don't think he'd be in some cave. Look at where we found Sadam.","1","1","2","1","1","1","1","2","2","1"
"text1953SC","The Morman Faith, is it true? If so why all the art and movies against your words?","Joeseph Smiths first vision, he was 14 years old, all art would indicate he is in his late 20s or early 30s. In the Restoration why is Joseph Smith and his scrib sitting at a table veiwing the plates when no one else was to see. Why does he wear a ring on his right hand. Why was he killed fleeing for his life. Not much of a mayrter. If the faith is true why mislead with art.","In my opinion, Mormons aren't any different from any other religion. I have done a little studying of religions throughout history, and have noticed the evolution throughout the years.  Originallly, humans worshipped many nature gods. this is called polytheism, the Jewish people were the first (i believe) to worship a single god (monotheism)but they started out as a polytheistic people. In my opinion (not fact) I believe that religion was originally created as a  means for man to understand his world, and it has branched into many different religions and beliefs. In the modern sense of the word and idea, when you think of it, all religions began as cults. Are they wrong? Not necessarily. But most people don't accept that possiblity. All religions require faith, because there

is no way to prove or disprove their beliefs. I don't judge any one based on their religious beliefs, because I don't know why they believe what they believe, and from a personal standpoint i don't care. However as an observation in society, it's very interesting. Watch South Park episode 712 All abou Mormons, they give a wise and unique look at religion. Hilarious too.  Any way, artists create images of what they think is true. Most people are against mormons, therefore most artists don't like mormons.  Everyone has an agenda, even artists.","2","2","1","1","2","3","2","2","3","3"
"text354T","Going to Occidental Grand Xcaret, outside of Cancun. What is best to get from airport cancun to hotel?","What is the best mode of travel?  Purchase the travel bus before leaving or take pot luck with a taxi when we get to airport?  it is about 40 miles to hotel from airport.","I would pay for transfers ahead of time. AND pay extra for non-stop. AND when you get on the vehicle remind the driver that you paid extra for non-stop (especially when you have to wait for other passengers). You will end up being the only passengers OR you will be the first ones dropped off to your hotel. Otherwise, you may be one of the last dropped off. DON'T get a taxi, it's very expensive. Take the ferry to Cozumel (every hr. except for noon ... siesta. And shop for the best price and boat.)You will LOVE Playa del Carmen. Enjoy!","2","2","1","1","2","3","2","2","1","2"
"text125FR","I think I'm just going to do this...?","There's a girl i like in my class (At college, I'm 23).. I've talked to her a few times and she knows who I am.. but I'm not great at being real... charming I guess in normal conversation since I'm not myself until I really get to know someone. I think I""m just gonna start talking with her one day and be like ""Do you take compliments well? You are really beautiful""

or actually I could say ""Do you take criticism well? You are really beautiful"" sorta a joke there","What ever you do or say make sure that you mean it, and that you own it.  Since every one has a different game put your own flavor on it since the best person that you can be is yourself.  Sounds like you have a bit of a confidence problem.  No problem mate, you say that you have a hard time being yourself around strangers so here is two thoughts.  One you could spend more time around her so you would feel more comfortable and then ask her.  Even better #2 you could have some friends around you when you are around her. That way, you would feel more comfortable being yourself plus you have people on you side if things go good or bad.  Good luck mate

Peace","1","2","2","1","3","2","2","2","2","2"
"text1583T","What do you think of Ireland?","I wonder how many people think of it as it's stereotypical second cousin. Closest gets best answer.","I always find it startling the image that some people have of Ireland. The stereotypical image is of Ireland about 50 years ago. Green fields, pints of Guinness, fair maidens with red hair and lads chasing after them. Quite simply, this is not the case anymore. I'm sorry to ruin the image that some people have of Ireland, but like every other developed nation in the world, we have crime, guns, drugs, social issues, political issues etc. It's still like the stereotype in places, but to a large degree it's pretty modern. However, I lived in America for three years and we still have a long way to come with regard to big business and development in our infrastructure. It's a lovely country to visit, but I could never understand why people would come here to live. Slan (goodbye in Irish).","3","2","3","3","2","3","3","3","2","3"
"text1224SC","Starting to Crossdress?","I have a few questions about crossdressing.  I am 15 yrs. old and I have been wanting to crossdress for a while know.  My problem is I have an older sister but I don't fit in her clothes and I don't fit in my moms either.  I can't drive so I can't just go to the store and buy my own clothes.  So what should I do.","You're never too old to start xdressing.lol  Are there any girls that you have grown up with that you could ask for help?  A neighbor girl next door?  A favorite cousin?  Another possibility is if you have a friend with a sister your size?  If he's a good friend, maybe he'll let you  borrow a few of her things.   when I was 12, a friend asked me if I wanted to try on his sister's panties.  After that, we'd sneak into her room every chance we got.  I think I tried on every piece of clothing she owned.  We had a lot of fun together.  I hope you find someone nice to play dress-up with.  Once you start driving, you can go shopping for your own girly things.  That can be fun, too.","2","2","3","3","3","3","2","2","1","2"
"text649FR","Am I the one?","My boyfriend asked me to buy a house with him.  I, like an idiot, do because I love him and want to marry him.  He loves me but isn't sure that I am the ""one"" and wants to think it over so that he makes the right decision.  He's been thinking about it for weeks and still doesn't know how he feels.  I say that if I was the one for him he would know already and his heart would be screaming that he couldn't live without me.  I don't want him to have to ""convince"" himself to do it.  He says that he isn't ""convincing"" himself and he just wants to make sure he makes sure he knows what he wants and makes a decision with a clear head.

Girls: What would you do?<br/>Guys: What does this really mean?

PLEASE HELP I am going insane! I love him so much and am trying to be patient but his logic and reason go against everything that I think love/marriage should be.  I don't know what to do.","DO NOT BUY A HOUSE WITH THIS GUY. If you want to buy a house and charge him rent to live there, that's one thing. Unless you are a lawyer, or you visit a lawyer, DO NOT put that much money at risk on a non-relationship. If you go through the real estate transaction, you need another legal document that says who owns what and how one party can sell their share in the house if/when the relationship ends and they want out. My brother is a laywer, and he bought a house with one of his girlfriends and they had a 27-page contract about this stuff.

Only married people have recourse in the courts with regards to property like that. If he's not willing to marry you, think hard about going through with this tranaction. You could be financially ruined for a long time if it goes sour.","3","3","3","3","2","3","2","1","3","2"
"text1453NE","Do you care?","i always read the newspaper twice a day, and every day there has to be something to do with the suicide bombings in iraq and other happenings that occur in that side of the Earth, am i being horrible in not caring about their situation?? (they die everyday anyway)","You are not horrible, you just have an accurate sense of what parts of the news are important to you. There are thousands of either people who die everyday around to world but you don't hear about them either. Also, the liberals that control the media would like to paint the picture of Iraq being a complete disaster as much as they possibly can so they are going to report every casualty, death or wounding they can find out about. At the same time you don't hear about the testimony from the Saddam Hussein trial of his mass murder of Kurds because that would help justify the war. You do hear about the verdict but then you hear 8 stories about how other a selection of more liberal countries reacted to the verdict, generally that they disagree because of the death penalty or any number of reasons. Democrats used this media attention to effect the election. Luckily, the election is over so the coverage may turn to other areas.","2","2","1","1","3","2","2","1","2","2"
"text1655FR","Help For christmas?","I am a 21 year old full time college student I have a four year old little boy my husband is a full time wearhouse worker he makes 10.00 dollars an hour our stove just broke and we have no money for christmas. I am wondering if there is anyone out their who will help us I am embrassed to ask but I have to do this for my son I want him to have a good christmas and my husband and I are doing all we can. Please if there is anyone that knows where I can turn to for help let me know. I appericate anyones help....","Some times we cannot give materials or provide someone (in this case your family) the things we need, and it is true that for a child this is pretty harsh, but I hope my message can teach you something. The best thing you can do is be strong, have courage and give your child love. I'm not sure if you've ever noticed, but children who grow up with a strong, couraging, loving mother, grow up to be proud and powerful people as opposed to those who grew up spoiled with little love from their parents. As for the money, lets just hope a miracle comes around for you this Christmas.","2","2","2","2","2","3","1","3","3","3"
"text1387PG","What is the best way to take political action?  How would you go about making changes in this society?","I am just wondering how to take some sort of control over this government that is supposed to be ""for the people"" but all I hear nowadays is people complaining.  You know, if you want to get something done, stop complaining and do something... but how, and what are you supposed to do?","It's real simple.  Just get involved.  Start voting, and then start volunteering to work for the candidate of your choice, and, if you can, donate some money to their campaign.  Even the littlest amount of money is seriously appreciated.  You're right, there are a lot of complainers and whiners here in America, and they're too lazy to do the simple little things it takes to get involved and make changes.  But remember, this government is not for someone to ""take control over"" as you say.  Our ""one man, one vote"" methodology of running this republic has been the most effective method of people governing themselves in world history, and our division of powers between the executive, legislative and judicial branches of our government, replicated in each and every State in this union was developed as a way to prevent any one person or small group of persons from taking control over us.  So, as much as you want changed, get involved.  The candidates and their supporters would love to see new faces and hear new voices like yours.  Change is slow to be sure, but it is there for those who want to do the work.  Good Luck and God Bless you.","3","3","2","3","3","3","3","3","2","3"
"text26AH","How do you set up a professional Photography Studio?","Ok, I am a high school senior and I have started doing a bit of freelance work. Recently, I was given a room in  which to set up a small studio and the business has progressed faster than I had  anticipated. I have had several offers to set up a ""real"" studio as well as a professional photographer to work for me. I was curious if anyone has ever set up a studio and if you could give me input and tips in doing so. Broad answers are good, as I am having to deal with every aspect of starting a buisness.","If anyone mentions halogen work lights from Home Depot shoot them!! Some cities have rental studios if at all possible take a tour. You can also mention that you are a high school student to a local studio and ask if they might be interested in helping you learn about the business. Turn it into a report for school and you could enlist a couple of studios explaining, ""XYZ Studios has been helping me with this project and I'd like your input too."" Get credit for interviewing the proprietors, learn about the business, and you wouldn't be lying to milk them of their knowledge","2","2","2","2","2","1","2","2","1","1"
"text367SC","do people have the right to blame their life situation or style on the circumstances of their  growing up?","just because daddy wasnt around or momma was a drug addict does it make it ok for for people to use these circumstances to justify their own short comings","I find these reasons to be perfect justifications/motivations for succeeding, not failing.  Of course these circumstances make life more challenging, but they also serve to make victory over them that much sweeter than victory when everything was line up for you in advance of your success.  I am the son of a single mom.  I come from a poor family where no one before me had ever graduated college.  Abuse, addiction, and other modern ills were all part of my environment.  Still I triumphed and became a professional and a darned good husband and father, I might add.  The victory tastes sweeter because I overcame and did it in spite of (or maybe even because of) my circumstances.","3","2","3","3","3","3","2","3","2","3"
"text1986T","Going Backpacking in Europe for a month... What size pack do i need?","I'm looking at a pack thats 3650Cu ------------ Is this too small or what?","Who said size doesn't matter? Make sure that you can carry your pack comfortably and properly on your back. If not you could cause irrepareable dammage to your spine and posture. Make sure that it is large enought to carry all of your essentials but don't pack more than you can carry. Don't forget to pack a tooth brush, toothpaste. hair brush, a lot of clean socks and underware, a camera, maps, cell phone with electric plug and universal adapter, bottled water, money, passport, id, Insurance cards, credit cards, pictures of loved ones, as many forms of protection that may apply, possibly a container of pepper spray, and an extra pair of shoes. Know the currency exchange rate. OK so I don't know much about the bag but it's what is on the inside that counts.","3","1","2","2","2","2","2","2","1","1"
"text1852NE","Is the media hurting our country?","I don't agree with a lot of the issues, policies, decisions, etc. that has taken place in our nation's capitol, I do understand the freedom of speech and press, and belief that rights like those is what makes this country so great, But I also belief that this can hurt us if abused. All I see on the news these days are negative stories, images and a lot of trash just so that a reporter or TV show(s) host can get better rating for his/her network or show. Just because we have the rights, does that make it right for us to abuse it? What happen to united we stand, divide we fall.

What do you think of media?","Yes, I think the media, both side Liberal and Conservative, do the country a great disservice by only reporting what they think we need to know and by filling the news with worthless crap or negative scare tactic stories that only have the purpose of filling us with so much  junk we don't see what is really going on in Washington and around the world. The media thinks we are too stupid to deal with the stories and making up our own minds. Watch or listen or the news on any channel or read paper or mag and and you will see most is just entertainment fluff. Who cares how many kids Britney Spears has or what actor is dating what bimbo?","2","3","1","2","2","2","2","2","2","2"
"text1366PG","Is the mainstream news media oversensationalizing the immigrant demonstrations on May 1st?","Sorry, I just don't understand what all the fuss is about.  I have absolutely no problem with LEGAL immigration - it is what our great country was built on.  I think it is awesome that folks from other countries want to be Americans - YAY and Welcome!  I only ask one thing - do it LEGALLY!  Keep your income and expenses in America; help the economy that gave you the chance at your dreams & freedom.","The May 1st demonstrations have been oversensationalized. In my neck of the woods, I haven't seen much participation in them- immigrants still sent most of their children to school, and a lot of guys were still working on the highway construction that morning, etc., etc. They still went to Fiesta and the WallMart grocery store. The traffic was a little thinner, sure. Hmm...oh yeah at the grocery store in my neighborhood apparently one of their employees had locked the wheels on most of the shopping carts then ran off with the controller. That's pretty much the extent of the 'demonstrations' I've observed here in Houston. I think a lot of people got discouraged/lost steam as May 1st neared, and figured there were better ways to support their cause.","3","3","2","3","3","3","2","1","2","2"
"text439SC","You can never act freely. Your thoughts and decisions are not yours. Do you believe in ""Free Will""?","You are a mere part of the wholeness of God. ""Free Will"" is just an illusion. If you think to answer this question or not, I am sure the thought and decision belong to the Universal soul...not yours...You are mistakenly taken the minute particles of universal soul as your thoughts.","i do believe in freewill.  why do you think the world is in such a mess.  God gave us freewill to pick and chose for ourselves.  the choices and decision we make are on us.  a lot of the ideas and thoughts we have are implanted in us as we grow up, i.e. teachers, preachers, and most importantly our parents and family.  we are taught what they believe from birth.  I'm not saying what they believe is wrong, but we have to chose for ourselves.  each and every person picks their own way to the path of enlightenment.  we must pick the path of love.  God is pure love.  yes we are all one with God but we all have individual choice.  may God bless you and guide you in your quest for the path of enlightenment.

blessed be.","2","1","1","1","1","2","1","3","1","1"
